"reclong","reclat"
-70.46667,-25
-44.61667,-19.86667
NA,NA
NA,NA
-100.36167,39.11
NA,NA
-117,43.8
NA,NA
-46.53333,-18.58333
-46.53333,-18.58333
-102.03333,32.5
-81.81348,-80.28555
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NA,NA
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-64.46576,-85.07424
-64.5,-84.71667
-62.2733,-84.78978
-67.50881,-84.96584
-67.48303,-84.96515
-67.5315,-84.96347
-62.46436,-84.71981
-67.58217,-84.96005
-67.50071,-84.96612
-65.43677,-85.09565
-67.46166,-84.96811
-67.51771,-84.96146
-67.57757,-84.96241
-67.50455,-84.9617
-67.52201,-84.96585
-67.52507,-84.96352
-67.49231,-84.96438
-67.57309,-84.95909
-67.44501,-84.96509
-67.45964,-84.96754
-67.45795,-84.96163
-67.4163,-84.96828
-67.44574,-84.96778
-67.48559,-84.96747
-67.45956,-84.96759
-62.25241,-84.79042
-67.54243,-84.96187
-67.51533,-84.96349
-67.54447,-84.962
-61.80954,-84.58538
-67.54042,-84.96249
-67.47444,-84.96909
-62.84104,-84.45438
-61.49788,-84.6434
-67.57967,-84.96184
-67.54226,-84.96255
-62.20491,-84.7802
-67.50322,-84.96407
-62.52034,-84.75515
-61.81861,-84.58396
-61.99592,-84.55657
-61.88361,-84.7916
-61.81806,-84.58367
-62.37571,-84.52961
-62.28766,-84.54691
-62.14942,-84.57525
-61.81693,-84.58396
-62.04472,-84.55914
-61.81949,-84.58367
-67.53917,-84.96321
-61.73123,-84.56833
-61.8084,-84.58523
-84.8,34
77.33333,51.16667
-114.91783,33.18667
-111.4,34.23333
-102,32
-69.04142,-85.6661
-69.04028,-85.6668
-68.80617,-85.68527
-68.79237,-85.68432
-68.79143,-85.68425
-68.80075,-85.68352
-68.80223,-85.6842
-68.77355,-85.68527
-68.807,-85.6841
-68.81845,-85.68623
-68.802,-85.675
-68.83967,-85.69
-68.8922,-85.68755
-68.88643,-85.68735
-68.9515,-85.68692
-68.95683,-85.69185
-68.97183,-85.69268
-68.86203,-85.68397
-68.79682,-85.68555
-68.79067,-85.68567
-68.71758,-85.673
-68.60183,-85.6755
-68.60317,-85.65317
-68.60717,-85.65283
-68.50912,-85.66953
-68.56933,-85.65205
-68.64183,-85.65187
-68.564,-85.65233
-68.63613,-85.65628
-68.57205,-85.65432
-68.65107,-85.65352
-68.65638,-85.65555
-68.66553,-85.65507
-68.82632,-85.68493
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
NA,NA
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
NA,NA
NA,NA
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.7,-85.63333
-68.80758,-85.68566
-66.83333,-18.33333
-68.6496,-85.65764
-68.7,-85.63333
-68.7,-85.63333
-68.72432,-85.67925
NA,NA
-68.5873,-85.61621
-67.71308,-85.69109
-67.77839,-85.68658
-68.35,-85.66214
-68.1909,-85.67402
-67.89601,-85.68483
-68.59149,-85.65889
-68.4513,-85.60346
-68.28333,-85.66221
-68.4373,-85.66039
-68.7,-85.63333
-68.2364,-85.67032
-68.62194,-85.65018
-68.59389,-85.65824
-68.72431,-85.67975
-68.72444,-85.67975
-68.7,-85.63333
-68.61632,-85.65474
-68.7,-85.63333
-68.7,-85.63333
-68.25,-85.66809
-68.15,-85.66909
-68.7,-85.63333
-68.72141,-85.67867
-68.20314,-85.68251
-67.88631,-85.66706
-69.0501,-85.67799
-68.95351,-85.68954
-69.05597,-85.67669
-67.67402,-85.69725
-68.77815,-85.68159
-69.07762,-85.67782
-68.33784,-85.6882
-68.34058,-85.68838
-69.02959,-85.67367
-69.00537,-85.66741
-68.98064,-85.67292
-68.97649,-85.67252
-69.00718,-85.67455
-68.33712,-85.68834
-68.34063,-85.68836
-68.34108,-85.6884
-69.05194,-85.66871
-70.71877,-85.53899
-68.33784,-85.68853
-68.34038,-85.68836
-68.4221,-85.68155
-68.7,-85.63333
-68.57879,-85.68969
-68.46095,-85.60151
-68.86379,-85.65518
-68.99328,-85.69602
-68.69615,-85.67981
-68.9372,-85.68565
-68.76003,-85.68501
-69.05888,-85.69123
-68.40593,-85.67545
-69.01713,-85.68851
-68.53658,-85.57644
-68.71251,-85.68666
-68.7,-85.63333
-68.77006,-85.68694
-68.84151,-85.68277
-69.06243,-85.67764
-68.14338,-85.66692
-68.48992,-85.57038
-68.35152,-85.56014
-68.90424,-85.68773
-68.7,-85.63333
-69.06862,-85.69281
-68.7,-85.63333
-68.7,-85.63333
-68.52579,-85.57619
-68.35222,-85.66054
-68.21796,-85.61264
-68.96782,-85.69911
-68.745,-85.68255
-68.64606,-85.6946
-69.03926,-85.67735
-68.32276,-85.66256
-68.85525,-85.68357
-68.69519,-85.67655
-69.05517,-85.67853
-68.74337,-85.68265
-68.7,-85.63333
-67.6487,-85.69288
-69.05946,-85.67694
-68.76527,-85.68235
-68.52676,-85.69303
-68.95795,-85.69199
-68.90658,-85.68787
-68.45281,-85.56735
-68.77367,-85.68186
-68.9619,-85.69115
-68.66945,-85.68025
-68.08675,-85.6811
-68.88239,-85.68577
-68.7,-85.63333
-69.06659,-85.67881
-68.84262,-85.68258
-69.07182,-85.69629
-68.7454,-85.67956
-68.82427,-85.68378
-68.68107,-85.68006
-68.8249,-85.68134
-68.49896,-85.63524
-68.82871,-85.68144
-69.08277,-85.67649
-69.081,-85.65094
-69.02824,-85.66101
-68.34107,-85.68831
-69.03397,-85.65798
-68.35081,-85.68778
-68.66506,-85.66117
-69.0557,-85.65935
-69.02283,-85.65653
-69.09084,-85.65843
-69.06756,-85.65769
-68.34009,-85.68825
-68.34962,-85.68798
-69.0411,-85.65587
-69.09047,-85.65425
-68.37116,-85.68766
-69.07667,-85.64965
-68.37509,-85.68087
-68.52108,-85.59158
-68.27367,-85.6749
-68.46796,-85.57312
NA,NA
-68.43408,-85.56759
-67.77657,-85.68523
-68.44175,-85.66261
-68.18839,-85.6558
-68.58813,-85.58663
-68.7,-85.63333
-68.19603,-85.65926
-68.56948,-85.59235
-68.7,-85.63333
-68.62978,-85.66182
-68.33002,-85.55774
-68.57513,-85.65461
-68.33984,-85.67043
-68.4219,-85.67144
-68.34976,-85.66112
-68.52125,-85.66479
-68.54644,-85.67267
-68.16069,-85.66181
-68.58659,-85.66496
-68.43751,-85.5678
-67.73215,-85.68828
-67.74303,-85.68392
-68.19603,-85.65925
-68.37618,-85.56341
-68.66071,-85.6628
-68.53737,-85.66018
-68.30689,-85.65641
-68.87777,-85.68404
-69.053,-85.67711
-68.98431,-85.67037
-68.69184,-85.6669
-68.93952,-85.68623
-69.03395,-85.67651
-69.05965,-85.67694
-69.0354,-85.67646
-69.0521,-85.67698
-69.04531,-85.67693
-69.06762,-85.67881
-69.06041,-85.67696
-69.01564,-85.66704
-68.82332,-85.68208
-69.05486,-85.67809
-69.05236,-85.67645
-69.00021,-85.67195
-69.05953,-85.67814
-68.67519,-85.67317
-69.03003,-85.67657
-68.99614,-85.67355
-69.06277,-85.67858
-68.7806,-85.6828
-69.03281,-85.6762
-69.02116,-85.66681
-68.77736,-85.68302
-69.01476,-85.68646
-69.06038,-85.67789
-68.65075,-85.66799
-69.06133,-85.67687
-69.0587,-85.67693
-69.03224,-85.67653
-69.0493,-85.67713
-68.69819,-85.66088
-69.0595,-85.67891
-68.93891,-85.68627
-68.65725,-85.67399
-68.68403,-85.66216
-68.82991,-85.68234
-69.04883,-85.67746
-68.68282,-85.66165
-69.04787,-85.67624
-69.06433,-85.67854
-69.05846,-85.67812
-68.29586,-85.68043
-68.70539,-85.68183
-68.60118,-85.67389
-67.53987,-85.68497
-68.62278,-85.67555
-68.77053,-85.68132
-68.29674,-85.6745
-67.72854,-85.68782
-68.32954,-85.68266
-68.67116,-85.67738
-68.70424,-85.68193
-68.72284,-85.68028
-68.5168,-85.68345
-68.37847,-85.68706
-68.60506,-85.67932
-67.6137,-85.69727
-68.7224,-85.67974
-68.74195,-85.68164
-68.23092,-85.67248
-67.77661,-85.68702
-68.71315,-85.68077
-68.6314,-85.67661
-68.71329,-85.68018
-68.65228,-85.67646
-68.75423,-85.68027
-68.33207,-85.68437
-68.77859,-85.67794
-68.77936,-85.68144
-68.71682,-85.68153
-68.61062,-85.67594
-68.77884,-85.67781
-68.77451,-85.68086
-68.44243,-85.68555
-68.58997,-85.67974
-68.6617,-85.6778
-68.73928,-85.68323
-68.70831,-85.67801
-68.83073,-85.68795
-68.78279,-85.68622
-68.70106,-85.67972
-68.78366,-85.68554
-68.76222,-85.68497
-68.71682,-85.67258
-68.69178,-85.67656
-68.69715,-85.67652
-68.71658,-85.67545
-68.79625,-85.68518
-68.79137,-85.68528
-68.74428,-85.67496
-68.74552,-85.6743
-68.73714,-85.67968
-68.75903,-85.68027
-68.75704,-85.6803
-68.72478,-85.67498
-68.12523,-85.66427
-68.22718,-85.68159
-68.16816,-85.66194
-68.44305,-85.56546
-68.17794,-85.68353
-69.79681,-85.31547
-68.52665,-85.5768
-68.28907,-85.67709
-68.10165,-85.65932
-68.42572,-85.56659
-68.10003,-85.65939
-68.04776,-85.6575
-68.5291,-85.57651
-68.82337,-85.6863
-68.22216,-85.66624
-68.71822,-85.67758
-68.75661,-85.68029
-68.71588,-85.66975
-69.96451,-85.32312
-68.7155,-85.67026
-68.78964,-85.68534
-68.69065,-85.67494
-68.49805,-85.57306
-69.86116,-85.32119
-68.5966,-85.65823
-68.59069,-85.6648
-68.27649,-85.67922
-68.25751,-85.66787
-68.37096,-85.66348
-68.52967,-85.59112
-68.42532,-85.56474
-68.35661,-85.68214
-68.48493,-85.57393
-68.43619,-85.56642
-68.7,-85.63333
-67.63729,-85.69357
-69.03401,-85.69089
-68.69353,-85.66805
-68.79709,-85.68216
-68.81937,-85.68156
-68.85339,-85.69699
-69.01215,-85.68896
-68.831,-85.68273
-69.09783,-85.69012
-68.70121,-85.67723
-68.76888,-85.68102
-68.7,-85.63333
-67.64826,-85.69208
-68.73738,-85.67879
-68.71352,-85.66916
-68.96112,-85.69085
-68.90241,-85.68835
-69.02339,-85.6899
-68.7926,-85.68093
-68.79541,-85.68121
-68.75142,-85.67391
-68.94305,-85.69035
-68.77181,-85.68398
-68.79255,-85.68304
-67.71507,-85.68849
-68.2535,-85.67848
-68.89082,-85.68851
-68.81578,-85.6845
-68.96836,-85.691
-68.92775,-85.68783
-68.07831,-85.66929
-69.09646,-85.69024
-68.26503,-85.67946
-67.61795,-85.69364
-68.91822,-85.68999
-68.02475,-85.67451
-68.82036,-85.6988
-68.76914,-85.68074
-68.10949,-85.66882
-68.94321,-85.6899
-68.69331,-85.67505
-68.74367,-85.67923
-69.07235,-85.67658
-68.91178,-85.68684
-68.73696,-85.68079
-68.74539,-85.68245
-69.06829,-85.67879
-68.83396,-85.68182
-69.06349,-85.67566
-69.07062,-85.67864
-68.74356,-85.67938
-69.07335,-85.67812
-69.06894,-85.67662
-69.08507,-85.6763
NA,NA
-68.82106,-85.68258
-68.98124,-85.6727
-69.0633,-85.67671
-69.07178,-85.67838
-68.98393,-85.67437
-69.07656,-85.67909
-68.75488,-85.68174
-68.75044,-85.67993
-69.0677,-85.67811
-69.07009,-85.67872
-69.08265,-85.6767
-68.74265,-85.67923
-68.76504,-85.6819
-69.06969,-85.67856
-69.08035,-85.6767
-68.7891,-85.68161
-69.06472,-85.67792
-69.06783,-85.67845
-68.97933,-85.67442
-68.82981,-85.68292
-68.75014,-85.67985
-69.06646,-85.67852
-69.0804,-85.67706
-69.06912,-85.67691
-69.08425,-85.67633
-69.06499,-85.67781
-69.06468,-85.67838
-68.75794,-85.68217
-68.80952,-85.6815
-69.06797,-85.67872
-69.07393,-85.67711
-68.74666,-85.68201
-69.04883,-85.67746
-69.06165,-85.67734
-68.73924,-85.67554
-69.08776,-85.67467
-69.06841,-85.67839
-69.06034,-85.67736
-69.08566,-85.67623
-69.06362,-85.67808
-69.07012,-85.67808
-68.7,-85.63333
-68.7,-85.63333
-69.04611,-85.66043
-69.04448,-85.6578
-68.33928,-85.68836
-68.35014,-85.6881
-68.96201,-85.69913
-68.7,-85.63333
-68.7,-85.63333
-69.02361,-85.65818
-68.7,-85.63333
-69.00393,-85.69784
-68.96758,-85.69922
-68.35024,-85.68809
-68.34139,-85.68822
-69.05721,-85.65905
-68.35374,-85.68066
-69.09557,-85.69004
-68.72953,-85.69737
-69.0752,-85.69471
-68.92607,-85.68602
-69.02217,-85.68767
-68.9618,-85.69914
-68.54123,-85.66605
-69.02725,-85.69049
-68.94273,-85.68586
-68.7,-85.63333
-69.09884,-85.68994
-69.01495,-85.6927
-68.7,-85.63333
-68.3393,-85.68828
-68.33979,-85.68838
-69.05137,-85.68789
-68.91388,-85.68994
-68.36274,-85.68764
-69.05071,-85.64599
-68.34962,-85.68779
-68.73391,-85.67376
-68.7591,-85.67129
-68.96915,-85.69895
-69.05878,-85.69224
-68.47189,-85.69992
-68.39884,-85.58234
-69.0141,-85.69266
-68.62513,-85.67069
-69.08121,-85.69187
-69.07431,-85.69465
-69.09422,-85.69061
-69.09803,-85.69025
-68.82044,-85.69865
-68.84543,-85.68991
-68.33969,-85.68834
-68.34102,-85.68832
-68.54934,-85.70003
-69.01524,-85.69516
-68.94491,-85.69025
-68.51262,-85.70188
-68.91223,-85.69048
-69.0905,-85.69023
-69.0472,-85.69321
-68.34103,-85.68839
-68.94836,-85.68977
-69.02152,-85.6932
-69.09059,-85.69055
-68.90476,-85.68776
-68.95035,-85.68684
-69.09772,-85.69376
-69.08598,-85.69206
-68.36234,-85.68768
-68.52591,-85.68291
-68.37471,-85.68693
-68.7,-85.63333
-68.7,-85.63333
-69.01361,-85.69246
-68.52405,-85.69088
-69.09583,-85.69246
-69.09991,-85.69009
-68.58767,-85.65111
-68.40572,-85.67015
-68.2347,-85.68217
-69.03311,-85.67654
-69.03787,-85.67609
-68.79651,-85.68261
-69.06126,-85.678
-68.63396,-85.65804
-67.92851,-85.67131
-69.05905,-85.67856
-68.35643,-85.66111
-68.17227,-85.65807
-68.4523,-85.65992
-68.06133,-85.66861
-68.60045,-85.65107
-69.06662,-85.67874
-68.16706,-85.65917
-69.04709,-85.6771
-68.33267,-85.66132
-69.0336,-85.67621
-69.03719,-85.67642
-68.58636,-85.65116
-68.11959,-85.66126
-68.17912,-85.68203
-68.68308,-85.66528
-68.22148,-85.67238
-68.28574,-85.66673
-68.37022,-85.59803
-69.04928,-85.67676
-69.0604,-85.67847
-69.05982,-85.67876
-68.54666,-85.66251
-68.5441,-85.65685
-68.26602,-85.67713
-69.06528,-85.67866
-69.05071,-85.67787
-68.32525,-85.66443
-68.46076,-85.6698
-68.30703,-85.66561
-68.66452,-85.65045
-68.61946,-85.65128
-69.06104,-85.67866
-68.60027,-85.65753
-68.57543,-85.65535
-68.23216,-85.65847
-69.06014,-85.67866
-68.31586,-85.55819
-68.23017,-85.66084
-68.60229,-85.65355
-68.61913,-85.65141
-69.06128,-85.67863
-68.48118,-85.65606
-68.58282,-85.61578
-69.04703,-85.69314
-98.95,30.33333
-103.08333,40.95
117,34.7
-108.1,33.66667
122.08333,-29.11667
-99.91667,39.35
-64.43333,48.85
-102.57667,33.73
-100.73167,36.35333
-89.85,37.73333
-84.23333,35.05
43.73333,48.2
87.18333,53.35
144.66667,-34.78333
-102.38333,40.45
75.5,20.13333
-105,33.2
-84.5,34.5
-44.98333,-18.94167
-100.66667,37.86667
-100.66667,37.86667
141.855,-35.90667
-111,32.2
-104.06667,41.18333
138,-30.41667
-89.1,44.21667
118.65662,-33.58316
140.91667,-35.38333
-105.1,32.66667
-115.78333,34
-98.91667,29.68333
-45,-17.3
-60.58333,-27.46667
-80,40.43333
120.73333,-26.26167
-102.76667,33.28333
-102.9,33.26667
-101.78333,34.11667
-101.78333,34.11667
-101.75667,34.125
-101.70417,34.1875
-101.70558,34.18513
-4.05,48.66667
0.3,28.01667
0.6665,28.29767
0.66667,28.29833
0.5,28.3
0.21667,27.89167
0.70617,27.37033
-94.71667,38.18333
-86.31667,41.33333
21.54983,50.90333
42.8325,49.66883
137.93333,-25.78333
9.53783,20.537
-104.5,36.5
-104.5,36.5
-110.36667,38.17
79.7,52.1
54.16667,62.2
-99.95,31.66333
136.85867,-29.83167
137.85,-27.76667
-103.5,34.06667
-103.5,34.06667
-103.41667,34.1
-98.68333,39.56667
-51.23,-30.03306
-101.38333,33.11667
-103.3,41.23333
-114.33046,34.68222
-114.34572,34.7049
-82.78333,38.66667
NA,NA
-100.5,39.63333
110.83333,-7.56667
125.46667,-30.46667
125.51333,-30.68833
79.5,53.7
-115.36667,35.66667
121.76667,-29.35
-85.23333,38.56667
-101.5,27.86667
-106.85,34.4
-66.66667,-28.88333
-112.68333,29.9
-69.91667,-27.15
162.3,-77.33333
-98.05,29.5
-83.25,33.25
57.7291,21.37015
9.86638,33.24333
92.91667,43.75
25.58333,25.15
-116.7,37.2
-114.1958,33.68085
3.62,30.28306
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
NA,NA
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
NA,NA
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
168,-84
162.45587,-84.60358
163.75571,-84.41065
163.67432,-84.41511
162.25299,-84.59784
162.33977,-84.59622
162.32288,-84.59633
162.78483,-84.59301
162.14203,-84.6109
162.30508,-84.59612
162.33756,-84.5958
162.2393,-84.59951
162.40027,-84.5978
162.34795,-84.59508
162.17359,-84.60576
162.61342,-84.58632
162.61005,-84.58632
162.61564,-84.586
162.2245,-84.60076
162.16708,-84.6067
162.22791,-84.60051
162.3199,-84.59503
162.15388,-84.61017
162.14566,-84.61116
162.79943,-84.59192
162.39579,-84.59651
162.82712,-84.59487
162.50348,-84.59969
162.15894,-84.60579
162.22281,-84.60102
162.12224,-84.61429
NA,NA
162.28531,-84.59617
162.47924,-84.6021
162.19455,-84.60353
162.36918,-84.59566
162.68497,-84.58079
162.58633,-84.58059
162.30082,-84.59412
162.29838,-84.59484
162.23965,-84.59343
162.31057,-84.59515
162.1441,-84.61391
162.3055,-84.59515
162.71511,-84.5903
162.77784,-84.58294
162.15636,-84.6055
162.15934,-84.6082
162.15071,-84.61073
162.25892,-84.59304
162.14565,-84.61019
162.21336,-84.59805
162.13971,-84.61084
162.24953,-84.59325
162.20923,-84.60108
162.37287,-84.59642
162.31384,-84.59528
162.14785,-84.60994
162.31331,-84.59512
162.64559,-84.58227
162.57254,-84.57484
162.20704,-84.60292
162.36067,-84.59479
162.13861,-84.61147
162.13404,-84.60981
162.31879,-84.59496
162.1444,-84.61149
162.29153,-84.59633
162.58007,-84.58572
162.34674,-84.59482
162.13296,-84.60617
162.12054,-84.61457
162.37192,-84.59388
162.30026,-84.59482
162.24965,-84.59359
162.14461,-84.6097
162.13008,-84.61234
162.37477,-84.595
162.29631,-84.59434
162.13272,-84.61188
162.07548,-84.6101
162.76926,-84.59534
162.43539,-84.60273
162.13882,-84.60621
162.29559,-84.59666
162.13068,-84.61131
162.7736,-84.58308
162.77217,-84.58338
162.77051,-84.58356
162.7736,-84.58308
162.1382,-84.61283
162.23253,-84.61702
162.56758,-84.5756
162.14832,-84.6046
162.02102,-84.623
162.56943,-84.57594
162.14133,-84.60512
162.24734,-84.59071
162.36978,-84.60873
162.50513,-84.63092
162.44741,-84.61597
162.93682,-84.57534
162.4923,-84.63018
162.44194,-84.62384
162.70072,-84.53526
162.43054,-84.61914
168,-84
168,-84
161.91357,-84.61638
162.05494,-84.62303
162.96276,-84.57836
168,-84
162.50492,-84.63053
162.50537,-84.62928
162.50212,-84.63051
162.5054,-84.63074
162.08628,-84.57278
NA,NA
162.25099,-84.61776
162.38976,-84.61319
162.00223,-84.6278
162.09097,-84.61784
162.58584,-84.58735
168,-84
162.21405,-84.62247
162.18222,-84.60554
162.02753,-84.57728
162.4001,-84.59713
161.90451,-84.62372
162.00225,-84.63031
162.33737,-84.59408
161.88734,-84.6137
162.06569,-84.57659
168,-84
162.05506,-84.57865
162.05441,-84.57868
162.05423,-84.63054
162.58899,-84.58294
162.93706,-84.57526
168,-84
162.1394,-84.57208
162.49708,-84.5737
162.5492,-84.5881
162.15262,-84.57148
162.01677,-84.57837
162.02273,-84.62176
162.0759,-84.57573
162.2344,-84.59856
162.66547,-84.58117
162.94855,-84.57613
162.4929,-84.57392
162.05567,-84.57748
162.25684,-84.59191
162.13155,-84.5736
162.56991,-84.57798
162.04932,-84.57548
162.63725,-84.57965
162.6139,-84.57936
162.04256,-84.57806
162.56573,-84.57651
NA,NA
162.20035,-84.59891
162.64819,-84.57952
162.15345,-84.57146
162.56331,-84.58208
162.13528,-84.57295
162.13852,-84.57261
162.08099,-84.57709
162.13581,-84.57179
162.08755,-84.57583
162.52838,-84.6303
162.18347,-84.60295
162.52648,-84.63018
162.19633,-84.59971
162.53202,-84.63066
162.52583,-84.6305
162.53213,-84.6307
162.16783,-84.60303
162.02096,-84.57232
162.5255,-84.63075
162.05413,-84.56827
162.52676,-84.63017
162.564,-84.57564
162.56647,-84.57572
162.5665,-84.57572
162.56673,-84.57564
162.56555,-84.57558
162.56314,-84.57588
162.5666,-84.57574
162.56524,-84.5757
162.56631,-84.5757
162.52665,-84.63007
162.56291,-84.57585
162.048,-84.56904
162.3617,-84.59133
162.56578,-84.57566
162.56677,-84.5757
162.56253,-84.57578
162.24966,-84.57366
162.05386,-84.56761
162.56685,-84.57569
162.56586,-84.57559
162.56414,-84.57563
162.56674,-84.5757
162.56196,-84.57584
162.56742,-84.57568
162.5346,-84.63091
162.56315,-84.57586
162.56664,-84.57563
162.56709,-84.57571
162.56256,-84.57597
162.56921,-84.5758
162.56739,-84.57569
162.52652,-84.63005
162.56576,-84.57558
162.24799,-84.5721
162.56449,-84.57592
162.56411,-84.576
162.56503,-84.57603
162.567,-84.57576
162.5685,-84.57596
162.56602,-84.57575
162.5666,-84.57606
162.56669,-84.57603
162.56174,-84.57621
162.55816,-84.5757
162.5666,-84.57587
162.56773,-84.57587
162.56572,-84.57577
162.55904,-84.57602
162.56528,-84.57583
162.5674,-84.57595
162.55758,-84.57828
162.56734,-84.57585
162.5601,-84.58211
162.56931,-84.57583
162.56377,-84.57609
162.56893,-84.57586
162.56831,-84.57586
162.56681,-84.57584
162.56574,-84.57578
162.56633,-84.57577
162.56666,-84.57607
162.55632,-84.57832
162.56671,-84.57581
162.5628,-84.5761
NA,NA
162.56521,-84.57587
162.56763,-84.57624
162.56592,-84.57575
162.5639,-84.57608
162.56165,-84.57607
162.56828,-84.57589
162.56937,-84.57591
162.56935,-84.57584
162.56654,-84.57606
162.56637,-84.57586
162.56832,-84.57589
162.56677,-84.57607
162.56826,-84.57586
162.5674,-84.57587
162.56821,-84.57583
162.56349,-84.57605
162.56415,-84.57598
162.56438,-84.57607
162.56739,-84.57555
162.56264,-84.57596
162.57218,-84.57552
162.56789,-84.57597
162.57144,-84.57552
162.57222,-84.57543
162.5685,-84.57587
162.57204,-84.57542
162.5627,-84.57601
162.94324,-84.57535
162.56781,-84.57572
162.01818,-84.57305
162.5698,-84.57571
162.57008,-84.57557
162.5708,-84.57552
160.25552,-84.65575
162.56794,-84.57573
162.51383,-84.62955
162.00567,-84.58051
162.56772,-84.57571
162.16768,-84.57114
162.57501,-84.5761
162.00382,-84.58098
161.98386,-84.58026
162.30936,-84.5935
162.56909,-84.57576
162.57308,-84.57586
162.19291,-84.57011
162.56772,-84.57571
162.56889,-84.57565
162.57082,-84.57585
162.56869,-84.57574
162.31608,-84.59202
162.56969,-84.57553
162.22766,-84.5922
162.19582,-84.59915
162.18259,-84.60208
162.61514,-84.57937
162.08713,-84.57566
162.2316,-84.59225
162.24624,-84.59105
162.24766,-84.59117
162.6269,-84.57946
162.08097,-84.61636
162.61829,-84.57932
162.02145,-84.57209
162.61801,-84.57926
162.08476,-84.57641
162.63182,-84.5796
162.02634,-84.57891
162.08208,-84.61277
162.02893,-84.5792
162.36782,-84.59443
162.24813,-84.59097
162.2489,-84.5909
162.36462,-84.59384
162.04503,-84.57777
162.08778,-84.57479
162.28567,-84.59349
162.61533,-84.57949
162.6263,-84.57937
162.24576,-84.59107
162.62089,-84.57966
162.24622,-84.59104
162.23345,-84.59171
162.12264,-84.60625
162.19833,-84.59914
162.24027,-84.59475
162.08275,-84.57091
162.24816,-84.59107
162.61502,-84.57949
162.24718,-84.59243
162.31037,-84.59658
162.20598,-84.59784
162.31231,-84.5933
162.08097,-84.61583
162.24846,-84.59144
162.2402,-84.59153
162.02662,-84.57795
162.24186,-84.59132
162.62671,-84.5794
162.24581,-84.59105
162.22847,-84.61548
162.24177,-84.59139
162.06641,-84.57236
